set,frame,strategy,decode_path,width,height,megapixels,decode_ms,demosaic_ms,resize_ms,readback_ms,curve_ms,encode_ms,write_ms,total_ms,fps_single,in_bytes,out_bytes,ratio,peak_mb,whole_rel,block_rel,block_abs,green_ratio,blue_ratio,psnr_db,ssim,stops_rms,wb_warm_psnr,wb_cool_psnr,wb_tintp_psnr,wb_tintm_psnr,wb_warm_stops,wb_cool_stops,wb_balanced,apple_direct,apple_direct_whole,apple_direct_green,apple_direct_blue,repack_applies,imageio_type,imageio_decodes,quicklook,adobe,adobe_gap,thermal,error,notes
1,"_WEX3879.ARW","apple_linear_lj92_keep_t512","apple-ciraw",4608,3072,14.16,324,0,0,0,37,89,19,470,2.127,18657280,27153165,0.69,1082,0.3320,0.8747,0.01931,0.6680,0.7656,36.43,0.8766,1.6478,,,,,,,,yes,0.3333,0.6667,0.7649,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6706 K / 24.1, scale 1.000 (setup 155 + render 162 ms)"
1,"_WEX3879.ARW","apple_linear_lj92_10mp_t512","apple-ciraw",3873,2582,10.00,193,0,0,0,26,72,17,308,3.247,18657280,20244165,0.92,2147,0.3345,0.8747,0.01931,0.6655,0.7649,36.57,0.8761,1.6550,,,,,,,,yes,0.3344,0.6656,0.7640,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6706 K / 24.1, scale 0.840 (setup 39 + render 148 ms)"
1,"_WEX3879.ARW","apple_linear_jxl-d0.5-e7-xyb_lut2.2_keep_t512","apple-ciraw",4608,3072,14.16,205,0,0,0,152,425,7,789,1.267,18657280,1111485,16.79,2203,0.3180,0.8747,0.01931,0.6820,0.7660,56.20,0.9700,0.1457,55.36,51.17,54.45,55.79,0.143,0.208,yes,yes,0.3194,0.6806,0.7649,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6706 K / 24.1, scale 1.000 (setup 41 + render 157 ms)"
1,"_WEX3879.ARW","apple_linear_jxl-d0.5-e7-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,189,0,0,0,98,405,6,699,1.431,18657280,781544,23.87,2145,0.3206,0.8743,0.01931,0.6794,0.7653,56.55,0.9719,0.1425,55.71,51.49,54.80,56.13,0.142,0.207,yes,yes,0.3209,0.6791,0.7641,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6706 K / 24.1, scale 0.840 (setup 41 + render 142 ms)"
1,"_WEX3879.ARW","apple_linear_jxl-d1.0-e7-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,194,0,0,0,102,388,5,689,1.452,18657280,497981,37.47,1863,0.3155,0.8746,0.01930,0.6845,0.7661,53.70,0.9583,0.1780,52.92,48.77,52.04,53.26,0.179,0.251,yes,yes,0.3158,0.6842,0.7649,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6706 K / 24.1, scale 0.840 (setup 41 + render 146 ms)"
1,"_WEX3879.ARW","apple_linear_jxl-d2.0-e7-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,189,0,0,0,101,385,4,680,1.471,18657280,346741,53.81,1973,0.3086,0.8732,0.01928,0.6914,0.7672,50.80,0.9422,0.2215,50.01,46.08,49.24,50.32,0.224,0.301,yes,yes,0.3087,0.6913,0.7662,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6706 K / 24.1, scale 0.840 (setup 41 + render 143 ms)"
1,"_WEX3879.ARW","apple_linear_jxl-d1.0-e3-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,195,0,0,0,103,126,8,431,2.322,18657280,392875,47.49,1928,0.3036,0.8753,0.01932,0.6964,0.7665,50.73,0.9322,0.2499,50.21,45.85,49.13,50.36,0.253,0.338,yes,yes,0.3025,0.6975,0.7661,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6706 K / 24.1, scale 0.840 (setup 41 + render 147 ms)"
1,"_WEX3879.ARW","apple_linear_jxl-d1.0-e5-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,189,0,0,0,101,252,5,548,1.826,18657280,491267,37.98,2011,0.3145,0.8746,0.01930,0.6855,0.7661,53.32,0.9570,0.1862,52.59,48.42,51.68,52.89,0.186,0.262,yes,yes,0.3146,0.6854,0.7649,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6706 K / 24.1, scale 0.840 (setup 41 + render 142 ms)"
1,"_WEX3879.ARW","apple_linear_jxl-d0.5-e7-xyb_cubic0.10_10mp_t512","apple-ciraw",3873,2582,10.00,195,0,0,0,42,372,1,610,1.640,18657280,576776,32.35,2007,0.3378,0.8746,0.01931,0.6622,0.7658,61.63,0.9978,0.0662,60.78,56.35,59.99,61.10,0.064,0.100,yes,yes,0.3384,0.6616,0.7644,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6706 K / 24.1, scale 0.840 (setup 41 + render 148 ms)"
1,"_WEX3879.ARW","apple_linear_jxl-d1.0-e7-rgb_linear_10mp_t512","apple-ciraw",3873,2582,10.00,201,0,0,0,27,295,2,525,1.905,18657280,376191,49.60,2444,0.3320,0.8740,0.01929,0.6680,0.7679,43.35,0.9427,0.2406,41.02,41.82,42.30,42.40,0.256,0.325,yes,yes,0.3341,0.6659,0.7658,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6706 K / 24.1, scale 0.840 (setup 44 + render 151 ms)"
1,"_WEX3879.ARW","apple_linear_jpeg8-q0.90_cubic0.10_10mp_t512","apple-ciraw",3873,2582,10.00,220,0,0,0,38,8,2,268,3.726,18657280,925992,20.15,2779,0.3461,0.8632,0.01949,0.6539,0.7784,52.69,0.9677,0.1530,50.84,49.72,51.52,51.79,0.174,0.231,yes,yes,0.3463,0.6537,0.7759,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6706 K / 24.1, scale 0.840 (setup 46 + render 168 ms) | ImageIO JPEG sampling 2x2,1x1,1x1"
1,"_WEX3879.ARW","apple_linear_hwjpeg-q0.90_cubic0.10_10mp_t512","apple-ciraw",3873,2582,10.00,206,0,0,0,39,57,0,303,3.298,18657280,926215,20.14,3602,0.3599,0.8318,0.02046,0.6401,0.7483,46.02,0.9602,0.2551,43.81,44.21,44.98,45.06,0.277,0.346,yes,yes,1.0000,0.0000,0.0000,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6706 K / 24.1, scale 0.840 (setup 40 + render 160 ms) | VideoToolbox com.apple.videotoolbox.videoencoder.jpeg.ajpeg sampling 2x2,1x1,1x1"
1,"_WEX3879.ARW","libraw_cfa_lj92_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,166,0,0,0,0,34,14,214,4.674,18657280,15855302,1.18,3578,0.0402,0.1176,0.00699,1.0402,0.9907,47.66,0.9987,0.0878,,,,,,,,yes,0.0396,1.0396,0.9921,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 2 + unpack 158 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_cfa_jxl-lossless-e7_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,162,0,0,0,0,56,12,231,4.330,18657280,14627218,1.28,3510,0.0402,0.1176,0.00699,1.0402,0.9907,47.66,0.9987,0.0878,,,,,,,,yes,0.0396,1.0396,0.9921,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 158 + copy 1 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_cfa_jxl-d0.5-e7-xyb_cubic0.10_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,165,0,0,0,30,332,2,529,1.890,18657280,1273493,14.65,3516,0.0234,0.1012,0.00645,1.0234,0.9994,59.01,0.9941,0.0663,58.59,58.94,58.45,59.50,0.066,0.063,yes,yes,0.0230,1.0230,1.0008,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 159 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_cfa_jxl-d1.0-e7-xyb_cubic0.10_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,163,0,0,0,32,305,2,502,1.991,18657280,663235,28.13,3677,0.0291,0.1058,0.00487,1.0033,1.0124,52.84,0.9831,0.1560,52.45,52.70,52.34,53.23,0.161,0.141,yes,yes,0.0261,1.0030,1.0136,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 157 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_cfa_jxl-d0.5-e7-xyb_lut2.2_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,164,0,0,0,64,310,5,543,1.840,18657280,1272824,14.66,3680,12.4406,20.1501,0.62127,6.1988,7.5919,11.05,0.4977,3.6859,10.63,10.59,10.20,11.85,3.719,3.607,yes,yes,12.4368,6.1986,7.5982,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 158 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_cfa_jxl-d1.0-e7-rgb_linear_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,162,0,0,0,0,307,1,469,2.130,18657280,421488,44.27,4056,0.0419,0.4684,0.02604,1.0419,1.0358,39.81,0.9190,0.9165,39.30,40.00,39.33,40.22,0.924,0.874,yes,yes,0.0347,1.0347,1.0331,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 156 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_lj92_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,167,71,0,0,138,110,37,523,1.912,18657280,42277994,0.44,4618,0.0324,0.0889,0.00593,1.0165,0.9824,39.65,0.9764,0.2729,,,,,,,,yes,0.0321,1.0140,0.9820,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 161 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 8 + resize 0 + readback 60 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_lj92_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,160,71,0,0,35,92,34,392,2.548,18657280,34307911,0.54,4796,0.0332,0.0890,0.00593,1.0169,0.9822,38.97,0.9747,0.2812,,,,,,,,yes,0.0298,1.0140,0.9813,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 155 + copy 1 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 8 + resize 24 + readback 36 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_jxl-d0.5-e7-xyb_lut2.2_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,164,56,0,0,165,421,8,815,1.227,18657280,1693205,11.02,4586,0.0335,0.0895,0.00592,1.0170,0.9819,60.19,0.9933,0.0652,58.42,59.61,59.40,60.79,0.062,0.072,yes,yes,0.0331,1.0147,0.9817,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 159 + copy 1 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 8 + resize 0 + readback 45 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_jxl-d0.5-e7-xyb_lut2.2_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,164,56,0,0,106,391,6,723,1.383,18657280,1225916,15.22,4876,0.0339,0.0893,0.00591,1.0170,0.9816,61.10,0.9939,0.0657,61.06,59.77,60.26,61.79,0.062,0.072,yes,yes,0.0304,1.0144,0.9810,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 159 + copy 1 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 8 + resize 11 + readback 33 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_jxl-d1.0-e7-xyb_lut2.2_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,161,54,0,0,112,376,6,709,1.411,18657280,653102,28.57,4816,0.0342,0.0899,0.00590,1.0168,0.9807,57.47,0.9908,0.0833,57.35,56.42,56.65,58.27,0.081,0.092,yes,yes,0.0305,1.0145,0.9802,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 156 + copy 1 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 2 + metal 10 + resize 11 + readback 30 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_jxl-d2.0-e7-xyb_lut2.2_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,162,58,0,0,107,380,6,712,1.405,18657280,397670,46.92,4970,0.0341,0.0902,0.00591,1.0166,0.9804,53.88,0.9876,0.1033,53.60,52.83,53.00,54.61,0.100,0.111,yes,yes,0.0301,1.0145,0.9801,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 157 + copy 1 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 10 + resize 11 + readback 33 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_jxl-d1.0-e3-xyb_lut2.2_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,161,58,0,0,111,129,6,465,2.151,18657280,473966,39.36,4989,0.0346,0.0907,0.00590,1.0164,0.9816,56.82,0.9877,0.0976,56.61,55.73,56.01,57.53,0.094,0.105,yes,yes,0.0298,1.0159,0.9819,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 157 + copy 1 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 8 + resize 11 + readback 36 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_jxl-d1.0-e5-xyb_lut2.2_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,163,58,0,0,106,258,6,592,1.690,18657280,648146,28.79,5212,0.0342,0.0902,0.00590,1.0169,0.9804,57.37,0.9909,0.0856,57.36,56.06,56.50,58.14,0.082,0.093,yes,yes,0.0303,1.0146,0.9799,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 159 + copy 1 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 9 + resize 12 + readback 33 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_jxl-d0.5-e7-xyb_cubic0.10_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,160,53,0,0,54,394,3,663,1.507,18657280,1107830,16.84,5283,0.0332,0.0892,0.00591,1.0158,0.9823,60.26,0.9915,0.0734,60.30,58.84,59.35,60.99,0.071,0.079,yes,yes,0.0315,1.0130,0.9812,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 156 + copy 1 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 8 + resize 11 + readback 31 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_jxl-d1.0-e7-rgb_linear_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,162,64,0,0,31,283,4,544,1.837,18657280,559009,33.38,5525,0.0297,0.0885,0.00607,1.0229,0.9889,46.39,0.9735,0.1688,44.98,47.44,45.82,46.84,0.167,0.184,yes,yes,0.0273,1.0190,0.9880,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 158 + copy 1 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 9 + resize 16 + readback 35 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_jxl-d1.0-e7-xyb_lut2.2_10mp_t0_be0.35","libraw-0.22.1-Release",3873,2582,10.00,161,68,0,0,104,342,6,681,1.468,18657280,620782,30.05,6032,0.0343,0.0900,0.00590,1.0169,0.9808,57.92,0.9910,0.0815,57.76,56.93,57.09,58.68,0.079,0.089,yes,yes,0.7991,0.2009,0.5177,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 156 + copy 1 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 2 + metal 8 + resize 25 + readback 32 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_bin2_linear_jxl-d1.0-e7-xyb_lut2.2_keep_t256_be0.35","libraw-0.22.1-Release",2304,1536,3.54,344,42,0,0,45,142,5,579,1.728,18657280,317401,58.78,371,0.0319,0.0928,0.00599,1.0164,0.9806,38.08,0.9785,0.2668,36.97,38.62,37.19,38.73,0.300,0.234,yes,yes,0.0333,1.0131,0.9798,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 8 + unpack 232 + copy 4 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 4 + bin2 19 + resize 0 + readback 19 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_jxl-d1.0-e7-xyb_lut2.2_10mp_t256_be0.35","libraw-0.22.1-Release",3873,2582,10.00,215,159,0,0,165,752,8,1299,0.770,18657280,676003,27.60,1562,0.0342,0.0897,0.00591,1.0168,0.9807,57.42,0.9909,0.0834,57.34,56.36,56.58,58.22,0.080,0.092,yes,yes,0.0305,1.0144,0.9802,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 206 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 18 + resize 67 + readback 70 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw-demosaic_linear_lj92_10mp_t512_be0.35","libraw-demosaic-q3",3875,2581,10.00,452,0,239,0,54,197,50,993,1.007,18657280,34369511,0.54,1507,0.0294,0.2383,0.01596,1.0287,1.0007,24.24,0.8245,0.8695,,,,,,,,yes,0.0317,1.0244,0.9992,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw process (q3) 209 ms + copy 37 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw-demosaic_linear_jxl-d1.0-e7-xyb_lut2.2_10mp_t512_be0.35","libraw-demosaic-q3",3875,2581,10.00,467,0,303,0,181,870,9,1831,0.546,18657280,662945,28.14,1347,0.0313,0.2406,0.01604,1.0289,0.9990,53.67,0.9843,0.1220,52.96,52.75,52.70,54.53,0.119,0.132,yes,yes,0.0333,1.0252,0.9979,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw process (q3) 224 ms + copy 27 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_jpeg8-q0.90_cubic0.10_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,172,102,0,0,63,9,2,348,2.875,18657280,1627284,11.47,1702,0.0117,0.0769,0.00680,1.0015,0.9977,53.62,0.9786,0.1143,53.37,53.06,52.95,54.30,0.112,0.126,yes,yes,0.0121,1.0014,0.9950,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 165 + copy 3 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 9 + resize 35 + readback 53 ms | ImageIO JPEG sampling 2x2,1x1,1x1 | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_hwjpeg-q0.90_cubic0.10_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,162,107,0,0,46,68,2,385,2.600,18657280,1640625,11.37,2029,0.2127,0.3565,0.02986,1.2127,0.9612,42.40,0.9712,0.3032,41.59,43.60,41.96,42.72,0.298,0.290,yes,yes,1.0000,-0.0000,-0.0000,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 156 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 12 + resize 36 + readback 55 ms | VideoToolbox com.apple.videotoolbox.videoencoder.jpeg.ajpeg sampling 2x2,1x1,1x1 | BaselineExposure 0.35 written (source had none)"
1,"_WEX3879.ARW","libraw_metal_linear_jpeg8-q0.90_lut2.2_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,163,85,0,0,192,9,3,453,2.208,18657280,1508095,12.37,2774,136.3849,174.4602,3.51367,137.3849,94.9454,-10.83,0.1327,7.2343,-11.75,-8.84,-12.02,-9.72,7.415,6.750,yes,yes,136.1154,137.1154,94.7592,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 158 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 8 + resize 20 + readback 53 ms | ImageIO JPEG sampling 2x2,1x1,1x1 | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","apple_linear_lj92_keep_t512","apple-ciraw",4608,3072,14.16,507,0,0,0,95,176,223,1001,0.999,18116608,19655433,0.92,2832,0.3591,0.4895,0.01273,0.7242,0.6409,38.95,0.9393,1.5274,,,,,,,,yes,0.3647,0.7191,0.6353,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6061 K / 24.3, scale 1.000 (setup 58 + render 439 ms)"
1,"_WEX4159.ARW","apple_linear_lj92_10mp_t512","apple-ciraw",3873,2582,10.00,294,0,0,0,55,120,31,503,1.987,18116608,15381797,1.18,3363,0.3637,0.4926,0.01277,0.7130,0.6363,39.24,0.9387,1.5378,,,,,,,,yes,0.3648,0.7162,0.6352,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6061 K / 24.3, scale 0.840 (setup 56 + render 228 ms)"
1,"_WEX4159.ARW","apple_linear_jxl-d0.5-e7-xyb_lut2.2_keep_t512","apple-ciraw",4608,3072,14.16,356,0,0,0,217,539,5,1118,0.895,18116608,1027463,17.63,3025,0.3477,0.4999,0.01276,0.8108,0.6523,54.97,0.9423,0.2796,54.25,49.90,53.24,54.58,0.268,0.359,yes,yes,0.3564,0.8048,0.6436,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6061 K / 24.3, scale 1.000 (setup 55 + render 295 ms)"
1,"_WEX4159.ARW","apple_linear_jxl-d0.5-e7-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,353,0,0,0,207,781,8,1350,0.741,18116608,746522,24.27,3498,0.3517,0.4995,0.01275,0.8004,0.6483,55.28,0.9465,0.2798,54.63,50.16,53.57,54.91,0.268,0.361,yes,yes,0.3566,0.8014,0.6434,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6061 K / 24.3, scale 0.840 (setup 55 + render 283 ms)"
1,"_WEX4159.ARW","apple_linear_jxl-d1.0-e7-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,361,0,0,0,176,849,7,1394,0.718,18116608,487103,37.19,3499,0.3438,0.5009,0.01270,0.8352,0.6562,52.55,0.9200,0.3398,51.96,47.54,50.91,52.15,0.332,0.433,yes,yes,0.3488,0.8363,0.6512,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6061 K / 24.3, scale 0.840 (setup 62 + render 286 ms)"
1,"_WEX4159.ARW","apple_linear_jxl-d2.0-e7-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,273,0,0,0,149,492,4,918,1.089,18116608,338506,53.52,3803,0.3206,0.4926,0.01279,0.8908,0.6794,49.34,0.8838,0.4199,48.73,44.50,47.79,48.89,0.412,0.525,yes,yes,0.3257,0.8910,0.6743,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6061 K / 24.3, scale 0.840 (setup 44 + render 222 ms)"
1,"_WEX4159.ARW","apple_linear_jxl-d1.0-e3-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,221,0,0,0,144,133,4,503,1.990,18116608,393324,46.06,3886,0.3229,0.4992,0.01267,0.9306,0.6771,48.93,0.8527,0.4875,48.58,44.01,47.38,48.58,0.475,0.594,yes,yes,0.3301,0.9291,0.6699,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6061 K / 24.3, scale 0.840 (setup 42 + render 173 ms)"
1,"_WEX4159.ARW","apple_linear_jxl-d1.0-e5-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,390,0,0,0,216,529,6,1144,0.874,18116608,479922,37.75,4041,0.3432,0.5007,0.01273,0.8416,0.6568,52.09,0.9182,0.3570,51.53,47.13,50.47,51.70,0.348,0.451,yes,yes,0.3485,0.8422,0.6515,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6061 K / 24.3, scale 0.840 (setup 61 + render 320 ms)"
