set,frame,strategy,decode_path,width,height,megapixels,decode_ms,demosaic_ms,resize_ms,readback_ms,curve_ms,encode_ms,write_ms,total_ms,fps_single,in_bytes,out_bytes,ratio,peak_mb,whole_rel,block_rel,block_abs,green_ratio,blue_ratio,psnr_db,ssim,stops_rms,wb_warm_psnr,wb_cool_psnr,wb_tintp_psnr,wb_tintm_psnr,wb_warm_stops,wb_cool_stops,wb_balanced,apple_direct,apple_direct_whole,apple_direct_green,apple_direct_blue,repack_applies,imageio_type,imageio_decodes,quicklook,adobe,adobe_gap,thermal,error,notes
2,"frame-00001.dng","native_metal_linear_jpeg8-q0.90_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,138,83,0,0,246,28,5,500,1.999,17342115,1523028,11.39,20119,54.3182,247.4960,4.99875,39.5590,24.9279,-13.73,0.1589,6.2328,-13.74,-13.68,-13.70,-13.75,6.248,6.194,yes,yes,54.0531,39.3388,24.8084,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 2 ms + 192 LJ92 tiles 133 ms | Metal upload 5 + metal 16 + resize 20 + readback 42 ms | ImageIO JPEG sampling 2x2,1x1,1x1"
2,"frame-00001.dng","apple_linear_lj92_keep_t512","apple-ciraw",4032,3024,12.19,175,0,0,0,56,224,24,479,2.087,17342115,34982546,0.50,20290,0.0826,0.4011,0.01825,0.9432,0.9649,35.75,0.9790,0.5501,,,,,,,,yes,0.0850,0.9418,0.9642,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4032x3024, neutral 5469 K / 3.4, scale 1.000 (setup 29 + render 142 ms)"
2,"frame-00001.dng","apple_linear_jxl-d1.0-e7-xyb_lut2.2_8mp_t512","apple-ciraw",3266,2450,8.00,236,0,0,0,221,1427,7,1899,0.527,17342115,804868,21.55,20509,0.0825,0.3644,0.01954,0.9492,0.9663,28.83,0.8156,0.7113,21.81,14.91,27.70,24.74,0.732,0.816,yes,yes,0.0889,0.9435,0.9609,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4032x3024, neutral 5469 K / 3.4, scale 0.810 (setup 25 + render 207 ms)"
2,"frame-00100.dng","native_cfa_lj92_keep_t512","native-lj92",4032,3024,12.19,66,0,0,0,0,62,20,148,6.748,17317196,17102886,1.01,19830,0.0000,0.0000,0.00000,1.0000,1.0000,99.00,1.0000,0.0000,,,,,,,,yes,0.0016,0.9989,0.9994,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 18 ms + 192 LJ92 tiles 46 ms"
2,"frame-00100.dng","native_cfa_jxl-lossless-e7_keep_t512","native-lj92",4032,3024,12.19,23,0,0,0,0,69,15,107,9.369,17317196,15591279,1.11,20069,0.0000,0.0000,0.00000,1.0000,1.0000,99.00,1.0000,0.0000,,,,,,,,yes,0.0016,0.9989,0.9994,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 20 ms"
2,"frame-00100.dng","native_cfa_jxl-d0.5-e7-xyb_cubic0.10_keep_t512","native-lj92",4032,3024,12.19,36,0,0,0,33,647,2,718,1.393,17317196,1293781,13.38,20107,0.0170,0.0879,0.00598,0.9830,1.0096,41.99,0.9121,0.4520,42.42,41.19,41.33,42.64,0.428,0.469,yes,yes,0.0197,0.9803,1.0084,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 2 ms + 192 LJ92 tiles 32 ms"
2,"frame-00100.dng","native_cfa_jxl-d1.0-e7-xyb_cubic0.10_keep_t512","native-lj92",4032,3024,12.19,33,0,0,0,36,570,1,640,1.563,17317196,727724,23.80,19800,0.0429,0.2315,0.01292,0.9667,1.0227,35.65,0.9055,0.5077,36.04,34.84,35.01,36.30,0.506,0.637,yes,yes,0.0397,0.9634,1.0213,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 30 ms"
2,"frame-00100.dng","native_cfa_jxl-d0.5-e7-xyb_lut2.2_keep_t512","native-lj92",4032,3024,12.19,25,0,0,0,61,399,7,491,2.036,17317196,1343002,12.89,20331,8.4159,29.0950,1.98939,4.3501,5.7718,0.85,0.4871,3.6982,0.93,-0.73,-0.02,1.75,3.706,3.713,yes,yes,8.4244,4.3513,5.7775,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 22 ms"
2,"frame-00100.dng","native_cfa_jxl-d1.0-e7-rgb_linear_keep_t512","native-lj92",4032,3024,12.19,26,0,0,0,0,645,1,673,1.487,17317196,1494196,11.59,20360,0.0933,0.3641,0.03470,1.0596,0.9775,31.52,0.8894,0.7773,31.53,30.80,30.65,32.36,0.764,0.834,yes,yes,0.0994,1.0563,0.9747,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 24 ms"
2,"frame-00100.dng","native_metal_linear_lj92_keep_t512","native-lj92",4032,3024,12.19,30,67,0,0,70,157,27,351,2.846,17317196,35625850,0.49,20408,0.0048,0.0490,0.00298,1.0048,1.0023,39.38,0.9906,0.2156,,,,,,,,yes,0.0034,1.0034,1.0017,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 2 ms + 192 LJ92 tiles 26 ms | Metal upload 3 + metal 9 + resize 0 + readback 55 ms"
2,"frame-00100.dng","native_metal_linear_lj92_8mp_t512","native-lj92",3266,2449,8.00,28,64,0,0,28,82,10,212,4.715,17317196,24641291,0.70,20577,0.0047,0.0479,0.00288,1.0047,1.0022,38.61,0.9875,0.2374,,,,,,,,yes,0.0039,0.9978,0.9961,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 2 ms + 192 LJ92 tiles 23 ms | Metal upload 3 + metal 8 + resize 18 + readback 34 ms"
2,"frame-00100.dng","native_metal_linear_jxl-d0.5-e7-xyb_lut2.2_keep_t512","native-lj92",4032,3024,12.19,29,110,0,0,188,627,16,970,1.031,17317196,1687100,10.26,20483,0.0059,0.0611,0.00345,1.0059,1.0027,52.76,0.9890,0.1198,53.28,51.16,51.83,53.66,0.124,0.111,yes,yes,0.0043,1.0043,1.0020,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 2 ms + 192 LJ92 tiles 24 ms | Metal upload 3 + metal 30 + resize 0 + readback 77 ms"
2,"frame-00100.dng","native_metal_linear_jxl-d0.5-e7-xyb_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,26,77,0,0,123,401,10,638,1.567,17317196,1246578,13.89,20627,0.0065,0.0764,0.00386,1.0065,1.0031,49.46,0.9799,0.1661,49.86,47.95,48.52,50.37,0.170,0.153,yes,yes,0.0037,0.9992,0.9968,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 23 ms | Metal upload 3 + metal 8 + resize 16 + readback 49 ms"
2,"frame-00100.dng","native_metal_linear_jxl-d1.0-e7-xyb_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,26,80,0,0,125,416,12,659,1.517,17317196,789266,21.94,20867,0.0066,0.0815,0.00392,1.0066,1.0036,46.39,0.9710,0.2101,46.71,44.98,45.45,47.29,0.213,0.195,yes,yes,0.0037,0.9992,0.9972,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 23 ms | Metal upload 3 + metal 12 + resize 18 + readback 47 ms"
2,"frame-00100.dng","native_metal_linear_jxl-d2.0-e7-xyb_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,28,90,0,0,117,318,10,563,1.778,17317196,527901,32.80,21036,0.0071,0.1020,0.00448,1.0071,1.0041,43.34,0.9586,0.2583,43.52,42.22,42.42,44.22,0.264,0.240,yes,yes,0.0032,0.9996,0.9977,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 4 ms + 192 LJ92 tiles 23 ms | Metal upload 3 + metal 9 + resize 41 + readback 36 ms"
2,"frame-00100.dng","native_metal_linear_jxl-d1.0-e3-xyb_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,28,78,0,0,127,121,6,360,2.775,17317196,699387,24.76,21254,0.0158,0.0998,0.04051,1.0134,1.0158,43.67,0.9609,0.2488,44.25,42.11,42.76,44.56,0.251,0.227,yes,yes,0.0084,1.0052,1.0084,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 25 ms | Metal upload 3 + metal 8 + resize 20 + readback 45 ms"
2,"frame-00100.dng","native_metal_linear_jxl-d1.0-e5-xyb_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,20,72,0,0,126,247,7,471,2.123,17317196,785917,22.03,21464,0.0066,0.0817,0.00393,1.0066,1.0036,46.40,0.9711,0.2103,46.73,44.99,45.46,47.30,0.212,0.192,yes,yes,0.0037,0.9992,0.9972,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 17 ms | Metal upload 2 + metal 8 + resize 15 + readback 46 ms"
2,"frame-00100.dng","native_metal_linear_jxl-d0.5-e7-xyb_cubic0.10_8mp_t512","native-lj92",3266,2449,8.00,33,88,0,0,66,777,6,969,1.032,17317196,1078298,16.06,21759,0.0056,0.0574,0.00269,1.0041,1.0019,50.52,0.9804,0.2070,51.13,48.66,49.59,51.43,0.206,0.201,yes,yes,0.0045,0.9970,0.9955,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 29 ms | Metal upload 4 + metal 10 + resize 21 + readback 52 ms"
2,"frame-00100.dng","native_metal_linear_jxl-d1.0-e7-rgb_linear_8mp_t512","native-lj92",3266,2449,8.00,22,76,0,0,28,276,2,404,2.472,17317196,709143,24.42,22155,0.0078,0.1020,0.00328,1.0071,1.0033,43.48,0.9355,0.3940,43.74,41.93,42.53,44.39,0.399,0.413,yes,yes,0.0036,0.9988,0.9964,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 4 ms + 192 LJ92 tiles 17 ms | Metal upload 3 + metal 8 + resize 22 + readback 42 ms"
2,"frame-00100.dng","native_bin2_linear_jxl-d1.0-e7-xyb_lut2.2_keep_t256","native-lj92",2016,1512,3.05,21,17,0,0,36,121,5,200,4.988,17317196,433268,39.97,22235,0.0078,0.0673,0.00259,1.0035,1.0028,37.39,0.9678,0.3202,37.68,35.78,36.43,38.29,0.326,0.309,yes,yes,0.0021,1.0002,1.0008,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 18 ms | Metal upload 2 + bin2 2 + resize 0 + readback 12 ms"
2,"frame-00100.dng","native_metal_linear_jxl-d1.0-e7-xyb_lut2.2_8mp_t256","native-lj92",3266,2449,8.00,21,58,0,0,123,336,7,546,1.831,17317196,810524,21.37,22850,0.0066,0.0815,0.00394,1.0066,1.0037,46.36,0.9710,0.2103,46.69,44.96,45.43,47.27,0.214,0.195,yes,yes,0.0037,0.9992,0.9973,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 19 ms | Metal upload 3 + metal 9 + resize 15 + readback 31 ms"
2,"frame-00100.dng","native_metal_linear_jpeg8-q0.90_cubic0.10_8mp_t512","native-lj92",3266,2449,8.00,20,68,0,0,46,6,3,142,7.053,17317196,1483727,11.67,22985,0.0174,0.1370,0.00898,0.9945,1.0128,43.79,0.9428,0.3568,44.35,42.57,42.96,44.61,0.353,0.338,yes,yes,0.0125,0.9875,1.0048,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 17 ms | Metal upload 3 + metal 7 + resize 16 + readback 41 ms | ImageIO JPEG sampling 2x2,1x1,1x1"
2,"frame-00100.dng","native_metal_linear_hwjpeg-q0.90_cubic0.10_8mp_t512","native-lj92",3266,2449,8.00,30,89,0,0,70,100,2,291,3.438,17317196,1534689,11.28,23265,0.1485,0.2641,0.08404,1.1485,0.9566,32.49,0.9408,0.3352,32.35,33.66,32.30,32.69,0.335,0.346,yes,yes,1.0000,0.0000,0.0000,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 3 ms + 192 LJ92 tiles 25 ms | Metal upload 6 + metal 8 + resize 26 + readback 48 ms | VideoToolbox com.apple.videotoolbox.videoencoder.jpeg.ajpeg sampling 2x2,1x1,1x1"
2,"frame-00100.dng","native_metal_linear_jpeg8-q0.90_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,47,96,0,0,159,9,3,314,3.183,17317196,1475829,11.73,23730,52.8109,231.4835,4.99875,38.9902,24.8981,-13.68,0.1569,6.2097,-13.73,-13.68,-13.70,-13.75,6.241,6.188,yes,yes,52.5531,38.7731,24.7788,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 4 ms + 192 LJ92 tiles 41 ms | Metal upload 3 + metal 10 + resize 20 + readback 62 ms | ImageIO JPEG sampling 2x2,1x1,1x1"
2,"frame-00100.dng","apple_linear_lj92_keep_t512","apple-ciraw",4032,3024,12.19,138,0,0,0,73,117,39,367,2.728,17317196,34694423,0.50,24280,0.0810,0.3829,0.01821,0.9437,0.9653,36.04,0.9794,0.5431,,,,,,,,yes,0.0830,0.9425,0.9647,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4032x3024, neutral 5469 K / 3.4, scale 1.000 (setup 21 + render 114 ms)"
2,"frame-00100.dng","apple_linear_jxl-d1.0-e7-xyb_lut2.2_8mp_t512","apple-ciraw",3266,2450,8.00,113,0,0,0,129,454,7,703,1.422,17317196,777910,22.26,24513,0.0806,0.3408,0.01949,0.9496,0.9667,28.98,0.8182,0.6988,21.68,14.82,27.83,24.69,0.720,0.805,yes,yes,0.0865,0.9443,0.9617,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4032x3024, neutral 5469 K / 3.4, scale 0.810 (setup 23 + render 87 ms)"
2,"frame-00207.dng","native_cfa_lj92_keep_t512","native-lj92",4032,3024,12.19,37,0,0,0,0,33,12,82,12.136,17321597,17092776,1.01,23682,0.0000,0.0000,0.00000,1.0000,1.0000,99.00,1.0000,0.0000,,,,,,,,yes,0.0017,0.9988,0.9992,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 18 ms + 192 LJ92 tiles 17 ms"
2,"frame-00207.dng","native_cfa_jxl-lossless-e7_keep_t512","native-lj92",4032,3024,12.19,20,0,0,0,0,50,10,79,12.631,17321597,15592127,1.11,23625,0.0000,0.0000,0.00000,1.0000,1.0000,99.00,1.0000,0.0000,,,,,,,,yes,0.0017,0.9988,0.9992,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 2 ms + 192 LJ92 tiles 16 ms"
2,"frame-00207.dng","native_cfa_jxl-d0.5-e7-xyb_cubic0.10_keep_t512","native-lj92",4032,3024,12.19,21,0,0,0,31,376,2,430,2.323,17321597,1340992,12.92,23611,0.0172,0.0911,0.00695,0.9828,1.0096,41.88,0.9148,0.4527,42.32,41.19,41.24,42.53,0.423,0.468,yes,yes,0.0201,0.9799,1.0083,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 2 ms + 192 LJ92 tiles 18 ms"
2,"frame-00207.dng","native_cfa_jxl-d1.0-e7-xyb_cubic0.10_keep_t512","native-lj92",4032,3024,12.19,20,0,0,0,29,366,2,416,2.402,17321597,761467,22.75,23685,0.0430,0.2431,0.01318,0.9661,1.0229,35.65,0.9072,0.5107,36.04,34.90,35.02,36.30,0.507,0.639,yes,yes,0.0400,0.9627,1.0214,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 17 ms"
2,"frame-00207.dng","native_cfa_jxl-d0.5-e7-xyb_lut2.2_keep_t512","native-lj92",4032,3024,12.19,21,0,0,0,64,480,9,574,1.742,17321597,1393931,12.43,23763,8.3640,30.8017,2.00058,4.3198,5.7264,0.85,0.4856,3.6969,0.93,-0.72,-0.02,1.75,3.701,3.718,yes,yes,8.3725,4.3209,5.7318,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 18 ms"
2,"frame-00207.dng","native_cfa_jxl-d1.0-e7-rgb_linear_keep_t512","native-lj92",4032,3024,12.19,20,0,0,0,0,385,4,409,2.443,17321597,1536505,11.27,23782,0.0934,0.4209,0.03543,1.0601,0.9779,31.41,0.8893,0.7806,31.41,30.71,30.54,32.25,0.767,0.841,yes,yes,0.0999,1.0566,0.9747,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 17 ms"
2,"frame-00207.dng","native_metal_linear_lj92_keep_t512","native-lj92",4032,3024,12.19,21,59,0,0,64,123,37,304,3.293,17321597,35897639,0.48,24170,0.0051,0.0560,0.00340,1.0051,1.0021,38.92,0.9899,0.2286,,,,,,,,yes,0.0036,1.0036,1.0015,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 18 ms | Metal upload 3 + metal 8 + resize 0 + readback 47 ms"
2,"frame-00207.dng","native_metal_linear_lj92_8mp_t512","native-lj92",3266,2449,8.00,26,59,0,0,36,87,21,228,4.380,17321597,24825434,0.70,24457,0.0051,0.0533,0.00321,1.0051,1.0020,38.07,0.9865,0.2496,,,,,,,,yes,0.0040,0.9980,0.9960,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 23 ms | Metal upload 3 + metal 8 + resize 16 + readback 31 ms"
2,"frame-00207.dng","native_metal_linear_jxl-d0.5-e7-xyb_lut2.2_keep_t512","native-lj92",4032,3024,12.19,19,62,0,0,159,536,12,788,1.269,17321597,1764361,9.82,24293,0.0064,0.0598,0.00412,1.0064,1.0026,52.22,0.9880,0.1308,52.72,50.69,51.30,53.12,0.135,0.122,yes,yes,0.0046,1.0046,1.0018,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 16 ms | Metal upload 2 + metal 8 + resize 0 + readback 51 ms"
2,"frame-00207.dng","native_metal_linear_jxl-d0.5-e7-xyb_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,18,55,0,0,99,336,7,516,1.937,17321597,1299839,13.33,24516,0.0072,0.0757,0.00448,1.0072,1.0031,48.87,0.9787,0.1800,49.26,47.38,47.94,49.78,0.182,0.166,yes,yes,0.0042,0.9998,0.9968,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 15 ms | Metal upload 3 + metal 8 + resize 15 + readback 29 ms"
2,"frame-00207.dng","native_metal_linear_jxl-d1.0-e7-xyb_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,19,57,0,0,113,317,9,515,1.942,17321597,819181,21.15,24716,0.0074,0.0854,0.00475,1.0074,1.0036,45.88,0.9695,0.2274,46.20,44.50,44.95,46.78,0.230,0.213,yes,yes,0.0042,0.9999,0.9971,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 16 ms | Metal upload 3 + metal 8 + resize 15 + readback 30 ms"
2,"frame-00207.dng","native_metal_linear_jxl-d2.0-e7-xyb_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,19,58,0,0,97,314,9,497,2.012,17321597,545286,31.77,24860,0.0076,0.0988,0.00511,1.0076,1.0045,42.84,0.9560,0.2764,43.04,41.73,41.93,43.73,0.284,0.257,yes,yes,0.0038,1.0000,0.9980,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 16 ms | Metal upload 3 + metal 7 + resize 15 + readback 33 ms"
2,"frame-00207.dng","native_metal_linear_jxl-d1.0-e3-xyb_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,19,61,0,0,96,99,6,281,3.565,17321597,731148,23.69,25084,0.0073,0.1060,0.00476,1.0073,1.0055,43.33,0.9590,0.2610,43.92,41.80,42.43,44.21,0.264,0.241,yes,yes,0.0050,0.9991,0.9983,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 16 ms | Metal upload 3 + metal 7 + resize 15 + readback 36 ms"
2,"frame-00207.dng","native_metal_linear_jxl-d1.0-e5-xyb_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,20,68,0,0,128,234,7,456,2.191,17321597,815530,21.24,25350,0.0074,0.0859,0.00479,1.0074,1.0035,45.88,0.9695,0.2258,46.21,44.47,44.95,46.78,0.229,0.212,yes,yes,0.0043,0.9999,0.9971,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 17 ms | Metal upload 3 + metal 8 + resize 15 + readback 42 ms"
2,"frame-00207.dng","native_metal_linear_jxl-d0.5-e7-xyb_cubic0.10_8mp_t512","native-lj92",3266,2449,8.00,20,68,0,0,48,420,3,559,1.788,17321597,1126948,15.37,25231,0.0060,0.0753,0.00263,1.0042,1.0017,49.96,0.9791,0.2208,50.56,48.12,49.04,50.87,0.219,0.215,yes,yes,0.0046,0.9971,0.9954,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 17 ms | Metal upload 3 + metal 12 + resize 16 + readback 37 ms"
2,"frame-00207.dng","native_metal_linear_jxl-d1.0-e7-rgb_linear_8mp_t512","native-lj92",3266,2449,8.00,22,74,0,0,46,302,3,448,2.231,17321597,751058,23.06,26064,0.0079,0.0986,0.00334,1.0075,1.0032,43.09,0.9329,0.4012,43.33,41.59,42.14,44.00,0.408,0.426,yes,yes,0.0037,0.9991,0.9963,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 19 ms | Metal upload 3 + metal 8 + resize 17 + readback 44 ms"
2,"frame-00207.dng","native_bin2_linear_jxl-d1.0-e7-xyb_lut2.2_keep_t256","native-lj92",2016,1512,3.05,23,17,0,0,38,154,6,239,4.178,17321597,448509,38.62,26024,0.0079,0.0672,0.00258,1.0038,1.0025,37.01,0.9657,0.3353,37.33,35.31,36.03,37.92,0.338,0.321,yes,yes,0.0019,1.0002,1.0003,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 2 ms + 192 LJ92 tiles 19 ms | Metal upload 3 + bin2 2 + resize 0 + readback 12 ms"
2,"frame-00207.dng","native_metal_linear_jxl-d1.0-e7-xyb_lut2.2_8mp_t256","native-lj92",3266,2449,8.00,20,100,0,0,158,602,11,891,1.122,17321597,845043,20.50,26573,0.0074,0.0853,0.00474,1.0074,1.0036,45.87,0.9695,0.2269,46.19,44.48,44.94,46.77,0.229,0.213,yes,yes,0.0043,0.9999,0.9971,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 17 ms | Metal upload 3 + metal 8 + resize 23 + readback 66 ms"
2,"frame-00207.dng","native_metal_linear_jpeg8-q0.90_cubic0.10_8mp_t512","native-lj92",3266,2449,8.00,47,66,0,0,55,9,2,180,5.558,17321597,1533627,11.29,26352,0.0181,0.1606,0.00926,0.9943,1.0134,43.38,0.9431,0.3601,43.97,42.14,42.55,44.21,0.357,0.347,yes,yes,0.0127,0.9873,1.0053,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 44 ms | Metal upload 4 + metal 8 + resize 15 + readback 38 ms | ImageIO JPEG sampling 2x2,1x1,1x1"
2,"frame-00207.dng","native_metal_linear_hwjpeg-q0.90_cubic0.10_8mp_t512","native-lj92",3266,2449,8.00,22,52,0,0,40,15,4,133,7.495,17321597,1586897,10.92,26856,0.1479,0.2835,0.08373,1.1479,0.9570,32.44,0.9473,0.3446,32.30,33.62,32.24,32.64,0.343,0.353,yes,yes,1.0000,0.0000,0.0000,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 20 ms | Metal upload 3 + metal 7 + resize 11 + readback 31 ms | VideoToolbox com.apple.videotoolbox.videoencoder.jpeg.ajpeg sampling 2x2,1x1,1x1"
2,"frame-00207.dng","native_metal_linear_jpeg8-q0.90_lut2.2_8mp_t512","native-lj92",3266,2449,8.00,22,49,0,0,101,7,2,181,5.514,17321597,1523712,11.37,27405,52.5719,248.4105,4.99885,38.8140,24.7626,-13.72,0.1544,6.2246,-13.73,-13.68,-13.70,-13.74,6.234,6.189,yes,yes,52.3152,38.5979,24.6439,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","native parse 1 ms + 192 LJ92 tiles 19 ms | Metal upload 3 + metal 6 + resize 9 + readback 29 ms | ImageIO JPEG sampling 2x2,1x1,1x1"
2,"frame-00207.dng","apple_linear_lj92_keep_t512","apple-ciraw",4032,3024,12.19,127,0,0,0,47,118,39,332,3.014,17321597,34952613,0.50,27828,0.0795,0.4120,0.01823,0.9448,0.9658,35.80,0.9788,0.5593,,,,,,,,yes,0.0817,0.9435,0.9651,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4032x3024, neutral 5469 K / 3.4, scale 1.000 (setup 21 + render 102 ms)"
2,"frame-00207.dng","apple_linear_jxl-d1.0-e7-xyb_lut2.2_8mp_t512","apple-ciraw",3266,2450,8.00,108,0,0,0,111,489,20,728,1.374,17321597,808638,21.42,27954,0.0791,0.3647,0.01955,0.9509,0.9672,28.82,0.8139,0.7179,21.61,14.76,27.67,24.59,0.731,0.821,yes,yes,0.0854,0.9453,0.9620,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4032x3024, neutral 5469 K / 3.4, scale 0.810 (setup 24 + render 81 ms)"
1,"throughput×24","apple_linear_jxl-d1.0-e7-xyb_lut2.2_10mp_t512","",0,0,0.00,0,0,0,0,0,0,0,11052,2.172,0,0,,1424,,,,,,,,,,,,,,,,,,,,,,,,,,"nominal","","in-flight 3; thermal nominal"
1,"throughput×24","libraw_cfa_lj92_keep_t512_be0.35","",0,0,0.00,0,0,0,0,0,0,0,2037,11.783,0,0,,1257,,,,,,,,,,,,,,,,,,,,,,,,,,"nominal","","in-flight 3; thermal nominal"
1,"throughput×24","libraw_cfa_jxl-d1.0-e7-xyb_cubic0.10_keep_t512_be0.35","",0,0,0.00,0,0,0,0,0,0,0,8356,2.872,0,0,,139,,,,,,,,,,,,,,,,,,,,,,,,,,"nominal","","in-flight 3; thermal nominal"
1,"throughput×24","libraw_metal_linear_jxl-d1.0-e7-xyb_lut2.2_10mp_t512_be0.35","",0,0,0.00,0,0,0,0,0,0,0,11458,2.095,0,0,,1044,,,,,,,,,,,,,,,,,,,,,,,,,,"nominal","","in-flight 3; thermal nominal"
2,"throughput×24","native_cfa_lj92_keep_t512","",0,0,0.00,0,0,0,0,0,0,0,1061,22.629,0,0,,138,,,,,,,,,,,,,,,,,,,,,,,,,,"nominal","","in-flight 3; thermal nominal"
2,"throughput×24","native_cfa_jxl-d1.0-e7-xyb_cubic0.10_keep_t512","",0,0,0.00,0,0,0,0,0,0,0,7482,3.208,0,0,,195,,,,,,,,,,,,,,,,,,,,,,,,,,"nominal","","in-flight 3; thermal nominal"
